Ticker,Class,T,alpha,alpha_se,c_search,lr_exp,p_exp,reject_exp,hl_search,P_search,d_tf,lam_tf,lr_sum,p_sum,reject_longmem,bic_best,aic_best,bic_geometric,bic_searche,bic_tfarch,bic_figarch,sumg_searche,sumg_tfarch,sumg_figarch,hl_spline,sumg_spline,lr_spline_vs_geom,alpha_capped
SOYB,Commodity,3707,1.2701981119710313,0.4769262911909665,0.03373263718915612,0.6264502900066873,0.4286603682408089,False,12,0.7098530457763293,1.3156418450819594,0.12021926761333625,51.28113039728623,4.0020661565008566e-13,True,geometric,geometric,3753.571833916043,3761.092961362238,3760.1266182690692,3767.6098555035624,13.322206582798781,16.07274610604559,18.036597553230514,14,19.815482203483924,4.15046710196566,False
UNG,Commodity,4822,1.6850497481040998,0.37310181983781027,0.007827088615871256,6.188405479271751,0.012858999895489174,True,15,0.953903891974475,1.5170810415332525,0.13852597817784346,107.89608284126007,1.4162328719717538e-25,True,geometric,tfarch,14080.09525366566,14082.334116670276,14080.395298355978,14089.560919426684,15.499232309341643,20.208452866561608,21.62371765166876,14,21.745202547856426,21.388032591801675,False
URA,Commodity,3925,0.3212042119141355,0.3155960067291685,1.291759894808251,6.454995321573733,0.0110640835358915,True,4,0.8828238187750701,0.6873361151121369,0.0426356031826321,7.609586694332393,0.0029029394983597,True,geometric,figarch,9055.997658820128,9057.751427544374,9061.579108182088,9057.116564343833,10.246874764184804,11.070616072529685,15.710899243460426,7,16.547806063951747,32.096590242954335,False
USO,Commodity,5078,0.729331699236438,0.2077051586057255,0.3136986461690718,3.0241092044070683,0.0820353594810069,False,5,0.8779361675625905,0.7347703649504507,0.0873465196527337,76.66543868572444,1.0125833810854553e-18,True,geometric,tfarch,11634.745996151576,11640.203660193352,11639.671719479024,11649.856908051454,7.551659531493988,7.252575418369462,7.364640841879462,5,7.580088817759631,13.709910203517213,False
WEAT,Commodity,3707,0.3986012266290337,0.3313859908751692,1.0207355851419837,4.444755507292939,0.0350086026564029,True,4,0.7045745435239054,0.5788840682481736,0.0498509279476145,7.521616455726871,0.0030481475496502,True,geometric,figarch,6370.23166050437,6373.934482733279,6375.915919983571,6379.085292409018,7.986123461235445,7.937483121602292,9.680880662351935,5,10.190538069299963,8.339545675899899,False
WOOD,Commodity,4522,0.2309923170516161,0.0673990651977171,2.646078638200905,53.53572761396936,2.5393252890111105e-13,True,3,0.7362228496965961,0.1668943373847872,0.0120031245304968,15.078276771202582,5.157172299514305e-05,True,searche,figarch,5599.679257678098,5554.502899170351,5559.782453155895,5559.73551285897,6.882656041641721,6.247104858436661,8.343264365010931,4,8.700564011261207,67.66064389623716,False
ADA-USD,Cryptocurrency,3142,3.0,2.1126280811495595,0.0030134858877033954,15.564266834015143,7.974758055233909e-05,True,7,0.6764761262872786,0.05554777428606736,0.015256978709059059,3.0831994899017445,0.03955238555058681,True,searche,figarch,11991.246780780026,11983.651525727117,11995.797087218863,11985.494722331156,5.699448417910711,4.691202210203973,6.2099577577730365,2,6.185075388122301,69.37416675033637,True
BTC-USD,Cryptocurrency,4291,0.5828153480739399,1.2127380121818003,0.663888874523926,1.1985311462813115,0.2736154525689314,False,4,0.8170642682385643,0.8978770933654184,0.1614521053824345,19.185483727673272,5.93059751759689e-06,True,figarch,figarch,13378.997545279424,13386.102766548707,13387.179053688096,13365.836335883489,5.372932247719033,5.774915214709065,5.647526809195379,2,5.43440461643357,84.29663438854186,False
DOT-USD,Cryptocurrency,2127,0.2107526677761996,0.1776168136263345,2.7621881135550037,13.419521079721562,0.0002490192671957,True,3,0.958609977424859,0.1938722730306681,0.008185502881997,2.4617893009835825,0.0583229187814284,False,searche,figarch,7520.239402479244,7514.356245337926,7516.311560707828,7517.491561958567,8.257775752519231,7.37450731021599,11.587444512243945,2,10.009242790489523,49.43713039085924,False
ETH-USD,Cryptocurrency,3142,0.1694152343064189,0.162719658048574,4.170784974360395,28.216317381475164,1.0848612878613809e-07,True,3,0.8251789483998873,0.0513226022023703,0.0051400466333741,1.0938253228468966,0.1478125962735297,False,figarch,figarch,11037.759089946314,11017.511784345945,11021.450393417676,11011.50386433467,6.510598311005896,5.780810003517887,9.86305656526571,6,8.72404233714973,94.25393342836288,False
LTC-USD,Cryptocurrency,4291,0.5389874632084272,0.7073447178065496,0.5757593529241066,2.210552111049765,0.1370696076104665,False,5,0.7054171335747113,0.7140761843946349,0.0703730941760292,35.617795566038694,1.2004212930295951e-09,True,geometric,tfarch,16462.95851824582,16469.051718550334,16468.806677137574,16484.036744105084,7.993667571577848,8.180070861603351,7.508381869012284,4,8.321508753233635,51.2428990379467,False
SOL-USD,Cryptocurrency,2259,0.0023161786644851,0.0004202393755014,501.46463456910726,57.82106746332465,2.870785504423755e-14,True,2,0.8744090198069165,-0.1663237511350126,4.969655164820121e-08,0.0,0.5,False,tfarch,figarch,8650.177766766032,8599.961095651503,8599.886435443814,8605.235887481618,4.207523485577372,4.20552414439664,3.994774643737665,3,4.161985810576693,70.6096731053185,False
XRP-USD,Cryptocurrency,3142,0.0022451017967181,0.001399214973045,690.7783151643137,36.202107830918976,1.7787805770726554e-09,True,2,0.7449440865634409,-0.5568858434889152,6.336981182193444e-09,0.0,0.5,False,tfarch,figarch,11667.06144081902,11638.828344769208,11638.733830864609,11642.361277455671,2.3327960481689622,2.3294141320210247,2.376020131122899,2,3.186127002374899,278.39702940332063,False
CEW,Currency,4287,0.2036941248537037,0.0942075062638672,2.830627849180676,30.386181045874764,3.540413341837517e-08,True,3,0.709810060436251,0.2986996555468606,0.0126150468692385,9.920492524604017,0.000817243186651,True,tfarch,tfarch,-2437.2393785478707,-2459.322798013042,-2462.0566501163203,-2449.1780454972118,8.685886541054355,8.353626606797018,9.080436374264416,4,8.690415249592258,44.189082628134656,False
FXA,Currency,5025,0.5199070109931002,0.1634360527860051,0.4495458493628903,6.474256571175374,0.0109448085278381,True,7,0.8251505836528922,0.6203106571005431,0.030101256902217,42.39893979109661,3.7215187944869824e-11,True,geometric,searche,1233.16604598271,1235.1625197285402,1235.6757630476338,1257.3766387980472,12.922157876597993,11.965214277353336,12.565796258223443,5,14.108457536026547,10.146315481181318,False
FXB,Currency,5025,0.5406891654276651,0.1533597429742452,0.484609865145961,5.635530978405541,0.0176000139054157,True,6,0.8691328894015583,0.6423930840696837,0.0447423787974246,37.98848361568821,3.5581723452137867e-10,True,geometric,figarch,-948.4543916843478,-945.6191923457474,-942.7075529716484,-942.8947667423844,10.16195818548612,9.700796437436995,11.290063462241418,9,11.46377446057952,16.171120638628963,False
FXC,Currency,5025,0.9768040602783876,0.5434361912953837,0.0557859062191053,0.0044105964766458,0.9470495605450392,False,15,0.8984530195639572,0.9647969349523596,0.0484283662292892,52.4734443784896,2.1805282116702587e-13,True,geometric,geometric,-2221.317966979447,-2212.8516472589176,-2212.885922106366,-2193.0187859524394,19.98363366158728,19.347356550178297,15.503184461944116,13,19.524591589244302,2.9779174840050477,False
FXE,Currency,5159,1.1810948096567877,0.4194686602004146,0.01970229991673697,0.3422636008576774,0.5585255337014707,False,21,0.9000862726914137,1.1751232911720197,0.05204849967449964,83.87989551613668,2.6288245712550376e-20,True,geometric,geometric,-1647.0615055148637,-1638.9053510796314,-1639.5223545607828,-1618.2752916562374,26.27000884425999,31.037863014128288,29.14249230441699,31,38.24571643250299,7.72890181800517,False
FXF,Currency,5025,3.0,0.5362107142370373,2.9263758607332233e-05,25.320189381989394,4.85599333949886e-07,True,29,1.00115036579747,1.6149376517775123,0.09222602843315277,228.56518612896616,6.126687611214599e-52,True,searche,searche,-108.91614836912808,-125.76560743411157,-114.35388760606627,-100.7239349535173,28.478591900745148,45.9164295083594,58.51810557005329,3,8.37632707450204,186.20660329474913,True
FXY,Currency,4866,0.2894789423752877,0.1185480833557549,1.675335784060632,25.57252269642811,4.260635840124271e-07,True,4,0.8824751563889306,0.2980095114932083,0.015101404596223,14.801170241967384,5.973067343754809e-05,True,searche,figarch,-301.33153987517335,-318.46721213286776,-314.00287700086204,-316.1271562062971,8.63401593406206,7.80495138596279,10.328147230059642,7,10.138498433862532,33.61626948764808,False
USDU,Currency,3141,0.1773093859721507,0.1337557140717065,4.861096993430968,20.77178781924385,5.173956459215332e-06,True,3,0.6368901043352089,0.0013470348254419,0.0167547148897415,5.420995917909295,0.0099480040321441,True,tfarch,tfarch,-2089.616237297588,-2102.4193594163653,-2103.4741938598795,-2094.623893874992,4.23622948886692,4.173209342290263,3.904401392855976,2,4.375113793564766,27.419024986920704,False
UUP,Currency,4855,0.5368085414196756,0.1724448501437311,0.3965112973958929,4.964823828274348,0.0258679500620826,True,7,0.912126386030568,0.6761577711548927,0.0317155244008393,32.786399575142696,5.143100396551417e-09,True,geometric,searche,-2447.606484513488,-2444.1368447979453,-2443.3322154643065,-2431.0924924137307,14.052693513904424,13.2569531761658,14.874334869464327,7,15.6421985371416,16.58535297802746,False
MTUM,Factor ETF,3311,0.3112283395897288,0.3089152852213201,2.0426011661365973,11.093733156276812,0.0008661993606695,True,3,0.8387465583679745,0.5869089568676016,0.093499096099035,15.621435277742876,3.868625654818448e-05,True,figarch,figarch,3260.7597024291217,3257.691812616996,3265.142936095678,3238.587751706487,4.914797644297517,5.439021285318103,7.392841670538962,6,7.2752360967785235,61.065535254215774,False
QUAL,Factor ETF,3248,0.2545402929552389,0.097795707778668,2.783454784426431,40.39874777055047,2.070737778280001e-10,True,3,0.8608121982913981,0.0371682710358608,0.0190024659493932,13.980134072128294,9.237622126615375e-05,True,figarch,figarch,2150.7016380914456,2118.307923665532,2132.176677373033,2102.7709259248863,4.797399758132743,4.3049360432176,6.620583200251748,5,6.650079753136446,66.93882861739621,False
SIZE,Factor ETF,3311,0.2931728475608531,0.1029639470826835,2.0580218341523757,31.49428715646445,2.000278951059314e-08,True,3,0.8348841639184107,0.2152959314859146,0.0276252974540893,20.475618761252463,3.0197851282865446e-06,True,figarch,figarch,2149.085883920606,2125.617440108293,2136.092907929529,2119.8978453315376,5.672644225204922,5.265247826007754,6.689782835940262,5,6.663565809479021,46.47905555274292,False
USMV,Factor ETF,3684,0.1990540179854246,0.0925422314460896,4.263043043646307,44.624101338128526,2.387347085903833e-11,True,3,0.7560641906599054,-0.0620672862533571,0.0164003079726638,10.308221928077955,0.0006621941252357,True,searche,figarch,636.6615961100989,600.1783932325783,606.4941508670865,602.5062354253093,4.084830298140657,3.780461281682309,4.258216819840402,3,4.259937127909796,51.3173941294948,False
VLUE,Factor ETF,3311,0.1709431388096456,0.0904191484751234,4.995055204647808,30.586986588711625,3.192277470575188e-08,True,3,0.8805059752663756,-0.0872082367997012,0.0089978078872893,4.325226027550343,0.0187757133337342,True,searche,figarch,2901.5296520064485,2878.968508761888,2884.47214501017,2878.9928807470037,4.40064810281107,4.022576168601915,4.866711457698804,2,4.765118282230402,41.7557313590105,False
AGG,Fixed Income,5715,0.8278007859837628,0.1605203017766347,0.2083023184670067,1.5474259349593922,0.2135158452226377,False,6,0.8743609772702446,0.8139906285201148,0.0902826640249718,117.53116494510505,1.0981096170586729e-27,True,geometric,tfarch,-9567.673220193645,-9560.614892760208,-9561.247049185578,-9550.46166493741,8.481349399592474,8.135246005640127,9.290543784275105,5,9.458861927390766,11.505754019517552,False
BND,Fixed Income,4828,0.7052330928492484,0.2079057626011638,0.3476811559950709,4.349052091073645,0.0370295509747432,True,5,0.8570365755030621,0.6445485866174226,0.0763720754339815,68.65622883378728,5.860694730908819e-17,True,geometric,tfarch,-7842.902825487002,-7838.823297045015,-7842.406993290772,-7833.772798182026,7.320353270174458,6.812499295382862,6.378156654002908,3,6.586742402523104,31.791177628195328,False
BNDX,Fixed Income,3279,0.2765400623429389,0.1546837343156708,2.1197905307779585,15.15696831535024,9.893251187545776e-05,True,3,0.9210104008734248,0.3163943029573561,0.0303281817727626,8.383602532354416,0.0018931060448302,True,figarch,figarch,-6340.5458483303855,-6347.687489336715,-6342.616906435468,-6354.713070798091,6.316517727074213,6.135108139807259,9.223966705919588,5,10.475781552414846,42.61320214162061,False
BWX,Fixed Income,4699,0.3392964738822633,0.1132556496532,1.1909688482621703,17.98570363309568,2.2257025531797106e-05,True,4,0.8611345617765634,0.4414945161420729,0.0210593770872839,20.65784167251263,2.745591359355988e-06,True,searche,searche,-1732.0076361233148,-1741.5933547658997,-1741.072355241237,-1730.5648350274523,10.015557644778555,9.50261608059483,11.279773323931288,5,12.032295970993635,32.52616221724816,False
EMB,Fixed Income,4651,0.3299156138697494,0.1036599710976838,2.1850777597143094,31.04076564246316,2.5266554813954617e-08,True,3,0.9690826513431474,0.0484292033356648,0.0397486688987044,61.52872341973534,2.1816561996243842e-15,True,searche,searche,-2668.7843975904198,-2691.436030711534,-2685.664517014964,-2681.773647633371,3.848267316432288,3.601696126081541,4.399494807106354,3,4.368446097015548,60.40820938548859,False
GOVT,Fixed Income,3598,0.0889507855940396,0.1228388052299186,9.38430551501015,36.70892735988491,1.371499312951297e-09,True,3,0.8701702403765121,0.0871710563520463,0.0054249454112591,1.5097608458409013,0.1095877914002124,False,tfarch,tfarch,-5257.355006339822,-5285.948412818159,-5286.244353650641,-5277.755315236564,6.316331437045058,6.224733911949662,5.651380151973997,3,6.094468910225244,43.098130373635286,False
HYG,Fixed Income,4827,0.2809674339387367,0.1802456249655877,2.225336678187423,96.90472175843296,7.274499089423391e-23,True,3,0.999982869879114,0.1306912853373447,0.0199330489801083,59.814374227084045,5.211962580572594e-15,True,searche,searche,-3526.365510657152,-3614.841870437875,-3605.673203540045,-3600.6297283193285,5.531648213190191,5.014559464840152,6.333898437776222,4,6.844619841554732,108.75716195169208,False
IEF,Fixed Income,6009,0.5894201102564979,0.1849021113724478,0.317298560994406,4.914899832266201,0.0266260070652042,True,8,0.8802942565160417,0.727504345784266,0.0364328558764047,45.29061562910738,8.493054856780689e-12,True,geometric,searche,-5022.2531415687845,-5018.509869616375,-5017.513632620929,-5004.746422042983,14.201235364042066,13.625297862106374,19.85269049117278,12,19.96871916655098,10.823145416464286,False
LQD,Fixed Income,6009,0.2547949887099339,0.1175411337096852,2.5424707714836123,51.493672526800765,7.182822812720367e-13,True,3,0.8094559535700776,0.1614033400899172,0.0195718827074562,26.02975141056413,1.6809818545901338e-07,True,searche,searche,-4875.028500783553,-4917.864001525678,-4917.34792054424,-4907.890181779668,5.644619295927297,5.341891071180357,4.549775667719391,3,5.2336580731409885,61.13041700993108,False
MUB,Fixed Income,4722,0.7510767895558914,0.1650450628724191,0.426804709891201,4.00250107550346,0.0454327988957271,True,4,0.9664887353087476,0.6333637528612747,0.1309695565618598,150.97661180648902,5.302370911918251e-35,True,geometric,tfarch,-9146.8119309139,-9142.409288301797,-9145.424011854651,-9137.962929039084,4.979132983351331,4.682729648404349,4.459381906670788,3,4.537093175266025,19.851466162073848,False
SHY,Fixed Income,6009,0.4996738465576599,0.1342838672761947,0.5720153081810633,17.336752076545963,3.130731022170818e-05,True,5,1.0028374105671825,0.5484884918765024,0.0343943009365285,86.11685851685252,8.480536211462441e-21,True,tfarch,tfarch,-24081.97576730793,-24090.6543475998,-24096.373760705683,-24049.878049453808,10.140747688790036,9.322179731753993,9.174528130637851,4,9.9440374661752,50.616732289312495,False
TIP,Fixed Income,5667,0.7276487241888985,0.1465245251358765,0.2557885311649477,3.1392636701511947,0.0764283047556869,False,7,0.8751469630562164,0.7580701966098364,0.0666623474160621,95.43137369151192,7.65539495106344e-23,True,geometric,searche,-6539.170092089543,-6533.712427600259,-6533.245717406368,-6523.910538722265,9.674284815099757,9.271372499969958,8.701575609777965,8,9.102270460357538,19.881355872304997,False
TLT,Fixed Income,6009,0.3321612790809397,0.1076545958390646,1.188564718781902,19.95152726844435,7.943048155391533e-06,True,4,0.8958661893490075,0.4320721932812166,0.018225887124896,18.82199346063589,7.175138850842343e-06,True,searche,searche,3525.3518788185547,3514.058523334786,3516.9324676895726,3524.18797918928,10.763012376553526,9.964291174266023,12.029657138085156,6,12.809533416247222,27.354034647367826,False
VCLT,Fixed Income,4165,0.6364389453907903,0.1825353159104002,0.4199244530190384,4.472520405143257,0.0344441471827281,True,5,0.7835417775609961,0.6412077450011386,0.0687392620893573,49.89125768969785,8.125355424268895e-13,True,geometric,tfarch,82.86845027438787,86.66798949145502,85.53015873910616,94.82510873252548,7.662586833601831,7.265949700874093,6.950378637752637,4,7.703978350408938,17.68562276234951,False
VCSH,Fixed Income,4165,0.9637704992263068,0.1970696607535699,0.1517709126536725,0.0651187220137217,0.7985812180100681,False,6,0.8997299811650411,0.9037731029874848,0.1214982836289219,217.492939358699,1.5930206434969876e-49,True,geometric,geometric,-12607.64687953759,-12599.439938637392,-12599.795067097848,-12591.127963913556,7.80147656928993,7.423127625922146,7.762608511959319,5,8.171010509059498,12.030942209687057,False
ARGT,Intl Equity,3845,0.050964256309051194,0.2066391395276101,19.43570569894977,3.8018986729084645,0.05119449992340838,False,2,0.8724696124928782,-0.09700612763289919,6.771070312009425e-08,0.0,0.5,False,geometric,figarch,7702.123078631762,7706.507922745967,7706.886190691418,7704.771076131934,4.99839722929447,4.864940236965908,6.642696760709425,4,7.9238764977658995,40.455983921555344,False
ECH,Intl Equity,4671,0.4579211386496917,0.1347418723479891,0.7669014353710426,13.314221723240736,0.0002634006338828,True,5,0.8517340033237566,0.5290061150462959,0.0412010691316277,41.68844460519904,5.351987980751047e-11,True,figarch,figarch,7548.874621103758,7543.954068085648,7549.3708577605885,7543.431324472666,8.395356290437016,8.04631872542312,13.347000152145876,8,13.83224242591896,25.868830521468222,False
EDEN,Intl Equity,3618,0.1919372128478123,0.1547929894420869,3.934204529063736,14.283703724973748,0.0001572201284691,True,3,0.6848278409714542,0.0591427211922434,0.0147269033760292,1.701157376291576,0.0960683435369557,False,searche,searche,4050.228130852527,4044.065907502304,4046.6144718699975,4051.298329044936,5.214291419289054,4.76297403346077,5.667936406667649,3,6.671507611425862,24.772539241220784,False
EEM,Intl Equity,5831,0.3456929861590935,0.0802727685962243,1.3825610426057735,24.48699673599367,7.481303913817625e-07,True,4,0.8098008820825311,0.4116203088138239,0.0344917956869755,41.879933604031976,4.852677567186842e-11,True,figarch,figarch,8900.626222835983,8884.765990927835,8898.487503162463,8870.029803373434,7.221316189917816,6.975220623884068,12.147993413774133,6,11.975547042851636,55.04814288249872,False
EFNL,Intl Equity,3618,3.0,6.43153171607623,0.0007129729339806032,6.934075828603454,0.008456874862270418,True,10,0.6449037948263732,1.63538561389186,0.2603096855033232,34.23664180481228,2.4400688215239235e-09,True,geometric,figarch,4325.009158474229,4326.196563020376,4329.438117546648,4331.784101796188,9.5025572456747,10.317996889861455,10.580717708252182,12,16.042127602204037,38.43903384947498,True
EIDO,Intl Equity,4052,0.0645837758956797,0.0845847493798637,14.260661748313272,60.36781960687313,7.868895929626112e-15,True,3,0.7183439389145452,-0.0630814073029153,0.0005961332828897,0.051134520503183,0.4105503765664831,False,searche,figarch,6599.508585314591,6547.383522053432,6548.855655088445,6551.678413246539,5.587572300616445,5.145322677469995,6.483130803166345,4,6.5716668417837845,67.64007700870752,False
ENZL,Intl Equity,3970,0.440820177821334,0.1764910627139742,0.7896463541853629,9.450573853716378,0.0021108304880936,True,5,0.7267279052574913,0.5370587008091723,0.0380495170285717,22.946129678106445,8.330265434571878e-07,True,searche,figarch,4366.588178476737,4365.358545791302,4369.184346102215,4371.32898633537,8.993007440460051,8.570028170329708,11.486516390822665,5,12.890484881516032,27.967991034830447,False
EPHE,Intl Equity,3952,0.3439127848414662,0.1438329087785496,1.5648770201229216,11.8803909692233,0.000567280319192,True,3,0.7065502989177204,0.3317936671197143,0.0402460390742901,19.14950827335633,6.043431861480809e-06,True,searche,figarch,5259.729068931173,5256.064766060582,5261.108574738767,5259.912100339566,5.9183267350519,5.586513262549724,7.241078794500365,5,7.340047517843814,19.353209233310736,False
EPU,Intl Equity,4273,0.2002717761857139,0.0820184321414501,3.506856278721413,52.05846659426243,5.387244225329659e-13,True,3,0.909814559585443,0.120001735032221,0.0131720800183852,12.151779225257997,0.0002452052906431,True,tfarch,tfarch,6182.319042175748,6138.559861488383,6138.379695789839,6147.296330470982,5.847922399793383,5.515711926642523,6.400317684285083,4,6.347143628256921,65.35366067824725,False
ERUS,Intl Equity,3919,3.0,0.0,14.957752499743656,0.000107503652543528,0.9917273644832255,False,2,0.04335169031938919,-15.737461062791564,3.192132390413284,0.0002847835094144102,0.49326795714925753,False,geometric,geometric,20088.450353107957,20096.657374772374,20096.65757190567,20104.864530861065,1.0,1.0000003760251006,1.0,2,1.0164088891390954,0.0,True
EWA,Intl Equity,6654,0.2309201192376441,0.0729695086934384,2.773524551726298,62.079591803094445,3.2985219485136226e-15,True,3,0.7724430052066715,0.1332633824982145,0.0126210539012189,23.100737097967794,7.686587743765575e-07,True,searche,searche,9897.055388051373,9843.740161968808,9850.547049864188,9853.410525433732,6.27429551564319,5.73363864757623,6.412067533433337,3,6.6885455383788965,69.62426077236887,False
EWC,Intl Equity,6654,0.3290482399448581,0.0741809485715485,1.4404299728124172,41.34195475735942,1.27796350511429e-10,True,4,0.842064394385814,0.3442895223996213,0.0237251991543821,38.67186497356488,2.5069218695763237e-10,True,figarch,figarch,7856.869170364955,7824.291581328125,7834.173897215071,7822.386090539304,7.765634689618365,7.211105684917983,8.834877212162294,6,9.02317260383584,62.27138570204807,False
EWD,Intl Equity,6654,0.3900318756924468,0.0887390489799513,1.0162994799586351,27.76930480775445,1.3667751546768944e-07,True,4,0.8658133105930248,0.442371342589895,0.0294697873399674,48.12823077761095,1.9961841656262464e-12,True,searche,figarch,11811.637124706847,11792.632185619625,11802.320511703385,11798.729237746842,8.592065770723218,8.042957025728656,10.982623436222628,6,11.651149671336624,45.908758047973606,False
EWG,Intl Equity,6654,0.4039066632059431,0.1066929403469712,0.995564534603144,23.118083654962906,1.5235109817697836e-06,True,4,0.8224541049342491,0.5226472571614857,0.041816223359144,50.54418490786884,5.825595098785894e-13,True,figarch,figarch,9855.48540270048,9841.131684766046,9854.608718447224,9833.917429515195,8.004283223147636,7.875036637666205,12.006923521128035,11,12.848731707826268,58.942395773583485,False
EWH,Intl Equity,6654,0.2812635652027528,0.080695354295979,1.8809382663895065,34.7595471149798,3.730448178053109e-09,True,4,0.8540245796290402,0.2400239216943511,0.0154800523018874,20.69171125427601,2.6974515291266317e-06,True,searche,figarch,9633.260692486478,9607.265511092028,9617.38611490329,9610.000320743418,7.539339676282027,6.779548903887971,9.540167512467272,5,9.616393055695312,47.70119096109556,False
EWI,Intl Equity,6654,0.3270878193998167,0.098364914193385,1.5709201373268245,29.883565913705752,4.5878507716404964e-08,True,4,0.8331389232943109,0.321871859702227,0.0292146635906958,27.677074937861107,7.167576600147321e-08,True,figarch,figarch,10829.993505566998,10808.874305373822,10823.551782647835,10797.995337190325,6.7623470751037855,6.2997989581727865,8.808840699355006,9,10.119897789731848,70.3884144789572,False
EWJ,Intl Equity,6654,0.3133122614297315,0.0822934205259381,1.6944546709624746,36.92930244344461,1.2249111951869094e-09,True,3,0.8874350470396636,0.2613034539620739,0.0232472528263124,33.64119906378983,3.3137027018773173e-09,True,searche,searche,8322.567338671804,8294.40240194889,8298.81199145041,8302.181127342592,6.680130087477406,6.1232986274653305,6.933096503260908,4,6.952955843651862,40.98319063067902,False
EWK,Intl Equity,6654,0.2116070298874045,0.0642107396233966,3.1480634992934555,64.84897025198734,8.086432688963279e-16,True,3,0.8297636401667612,0.100151820689718,0.01054299124847,15.105677586001548,5.082854444888294e-05,True,searche,figarch,8800.677013818397,8744.592409286939,8753.835394392041,8747.19581746977,6.23495301504496,5.597235510718328,6.9828357185537095,4,7.375173024062331,78.57626241530124,False
